id,score
82750f1b9d1223508ee329d47e27d35176c93eb9f35e9c1a,0.028949304391523118
f000950527a6feb670cc1c87c2025f3922aaa4a0206a0a33,0.7189611422472114
e9f7b28ec10e04700ef4db75a494f9a1e8e8b09555e6afa1,0.0024942600232872275
beb4aaaa89e0a0ae9d77bd5d7665be6342f552f51840cf19,0.0007335312936275705
e9f7b28ec10e0470ee4172cec0133b6826c34f27d3dff204,0.002106308134903919
d8071a739aa75a3ba10ae8205ae3c7b267bdbe32cd6cb582,0.0021467029749114223
f000950527a6feb63dcc53f7fc8ccac0eb92d37b34f18854,0.3124462066826364
4a8fc4f3fb4d8a0ff806928b39e9b5e776d9b0d2d32bce0a,0.0007044993603130474
f000950527a6feb678e9430f14270a010ec5e747a694829a,0.00747982034379345
d8071a739aa75a3bb4ea6cf0f8ce3b13082101f40a426037,0.002092967436652543
8f19388cfd6e2b9c1245cd2b699345995d8983b74a3e1f98,0.0007942268627516976
da8691b210adb3f650c6cf12438085a7b6a3fa62e4806333,0.0007182747543768531
da8691b210adb3f62d73891e5769ab06c8bfad96fa50778f,0.0007586471365327108
f000950527a6feb6dc5fea352959ce7a91b1a31843cc2042,0.006398478557502928
f000950527a6feb655bd97953a1686480289fcb12ab193f0,0.001929256059928028
516ab81418ed215dbf53c2d4e3d8e4c41e3ded65e5488128,0.0016658237953502326
beb4aaaa89e0a0ae25ca69a05a0a98b61b6904fba82af3c1,0.0010558322668824957
d8071a739aa75a3b5e86ec27db851adf4b918ec69eb2ad7a,0.0018912309721572844
f000950527a6feb6dc7742533476c3c4cac8b73ae70bba55,0.0018169018669962201
da8691b210adb3f6aa6a0dc8c49a7ab6c5c147166f1814bb,0.0007195089546962147
f000950527a6feb62a3aeaff423d389389671b050d2e7e41,0.18895898700385752
f000950527a6feb6ce9820790c60cd8067cf2230c1f92042,0.019209853227344885
da8691b210adb3f6768acc16c1680dd37c53dec6c7110778,0.0007336286074625139
f000950527a6feb673902053c9d423b83fde557412062a24,0.003609038265590406
d8071a739aa75a3b4c3e522b106e841a5ba6c383f0484714,0.013142009306181538
d8071a739aa75a3bc8b1cbc0701ffbf91045921a9fc588cf,0.017448099344610616
ed38190adf12fceba12f54c2e462909039f760602019e698,0.001963249394084307
f000950527a6feb672674e03f0677ee12a3b907e7589ec1d,0.005422810082931085
da8691b210adb3f6ed9ceaa4f3567233848096066c1b3ab6,0.0007667173705467329
516ab81418ed215d7fe43608f515e624e2205dc807091821,0.001737425546056287
47645761dc56bb8c6c2f0ef187b56b89a52148f3f51f2cb6,0.006071752558788909
8f19388cfd6e2b9c5b98a9d103880b27bff4d66929cd6f3e,0.0007208039767839367
d8071a739aa75a3bc4b04099403dbe065550132da5653998,0.0016367325748041514
59b38c56de383683428a7abb3662f7e25e8cf7c5749e5ee4,0.004327542076867249
f000950527a6feb64f5d0aad51233ed4b29b005f70bf4f14,0.005249949753013397
755db3b5c5f74eb4b4e00a26ec567e1ec47f75b0529fa452,0.0007603235356769513
9c7fa510616a68300e9d1997499f984945e70dd42dedfbcb,0.0009427916616580398
82750f1b9d1223502cdde9ba782cad55e52842584fe34e78,0.7328905919183886
516ab81418ed215d048d70f0e43a5573f742325f0a8cb023,0.011678181190426507
f000950527a6feb69557ec3b6b4d7f6ad964e06bfbafa1bc,0.006975820753432071
47645761dc56bb8c0be4732a17174a7f994b7492f14a9494,0.03222885691858016
beb4aaaa89e0a0ae043f3a126c8e6f24585d96174f349416,0.0009218484106114535
f1c1045b13d183294cb3eb851abb8a4890b898ac148b3142,0.0007353413373216189
f000950527a6feb6d02c3133fd0f425657dd851d5aca2e5c,0.006521385907033845
beb4aaaa89e0a0ae4fe8f7b3a488fba55a5c60aaaa22f630,0.0008723956390240286
beb4aaaa89e0a0ae7b7381002f4078511c1a0e912f33fbac,0.0012744342739007145
6ed384375c4a5eec34183a6aff27e3976f32bd70340e5fdc,0.002247993881255536
8f19388cfd6e2b9c0e19c6ee359b49bbe928becefb1cc726,0.0008135229814248397
47645761dc56bb8c5ac7fb1c413f73ab0b240b23b42a09bc,0.002610515113867558
f000950527a6feb6db02d8ab5d0e6c5f0964709512fe3119,0.0016721623627358898
82750f1b9d12235004be87feb5a5d775162da92daae97b9a,0.001850620878739291
e9f7b28ec10e0470e39f753e99576aed4f20c01312064af3,0.004890691146788911
f000950527a6feb67c57f37b3bd8442e19d1318911e68e9f,0.0045479153174720795
e9f7b28ec10e047089da56e946badaf8478af24af225838e,0.5151264957919905
47645761dc56bb8cc8042dd5066204df8d0eefa8c6b8b367,0.005875291984469953
82750f1b9d1223500d60e29d349d05a58e7619b909c95503,0.17364714557511565
59b38c56de383683fbf0391346de363a8c529780e7ba7156,0.897234144397447
47645761dc56bb8c60ccde59481041938d2e1ca8cfbc885c,0.0008981333643774821
d8071a739aa75a3b89aa2e50bbf62cf5602a83b90e83535d,0.10923435377394614
516ab81418ed215d4e73032827e211aa814f53e558f0de83,0.014707234144435269
516ab81418ed215d71f81eb35535431fa9d5c5e660c1c2d0,0.004641596069664634
f000950527a6feb63b692ebf85ff8f6a3d31f2c10295c617,0.25574994149170277
e9f7b28ec10e0470680958384fda703d94ea77949c992f34,0.021939844487835872
f1c1045b13d18329bcec73ccd16a424c314aef52182503c2,0.0007315778394823249
da8691b210adb3f6ddf02a4170cd06aacfd57b4289391ace,0.0009782606257620254
755db3b5c5f74eb42bc4d955a2ec1bc2446b27656294ae89,0.0008865517429890892
f000950527a6feb6d417ee8fd638e54aea0a8deef9388ab3,0.027545779981753483
da8691b210adb3f69e25ba2cafc22ddd42803a5fc124be69,0.0009793733875353354
f000950527a6feb63fbd71bde689bf93d6ce72edd71e5d8d,0.9501768817639903
f000950527a6feb64b517b9decb14cfe80dcf97ed6858e35,0.03973389006179093
8f19388cfd6e2b9cb77fd70ca4d89282e3995bdc1ce7ebed,0.0007582446856316567
f000950527a6feb6428680411ecf63d4689b9d81d58a88b3,0.38196123521840264
f000950527a6feb6695efd13bf23a876055a4de08243b9b1,0.005010665575790831
beb4aaaa89e0a0aea23e461d985a43f12bac79d985b8f649,0.0007405560291971619
4a8fc4f3fb4d8a0fca08471198303e1fc74195042bad377a,0.0009199816739323264
743e550a617316d5db1292c8baaa6ec8d291922bfb011232,0.0007089079177791044
e9f7b28ec10e047010bcaaa1766db5cdf5c64e379b474d82,0.061012276952887946
f000950527a6feb6c75b2f5ddfdc5f8fb85d29fb90d4295d,0.007775551134101218
beb4aaaa89e0a0aeb6d6c5ad8efea56e6713939072e6cbeb,0.0007784481664888406
f000950527a6feb65651556465982bfbb9a2cd20d162e6a2,0.04034517979122999
f000950527a6feb66c5fd897a57d75291b21ef4a071b3678,0.2798014710310837
59b38c56de38368333c781d36b35c2e018b60171dabc29bc,0.5677505342829374
f000950527a6feb6607dd2b254474ede91ffc0b9d87aec2e,0.002602088222927147
47e3664e12f3ce74b9574daa58bbf747ae7ca432ee0b5aba,0.22566198562210027
f000950527a6feb68c118f22f42c613a4edce93419001cf4,0.2522127394748784
beb4aaaa89e0a0ae2239ca0d4ea7eb228e6b3349c816f0b3,0.0008196928547371579
beb4aaaa89e0a0ae2b8b453eea5d387f146871717de9476e,0.0009096113545221113
755db3b5c5f74eb46f11dd2092bc255b737f94d33cb8f8a5,0.0008296961771087618
e9f7b28ec10e04703fe6c74134b54dc71110d17485306c07,0.0031439921014519453
9c7fa510616a6830e493e19cfeb7cc5a43fcb1907058ef9f,0.0007375400876048865
ed38190adf12fceb75ec9e157ca0716778ad88abcd8c7dc2,0.0008501188615603979
da8691b210adb3f63b0b0097d48b4030bc7a53d7951eff4c,0.0007051143978896193
59b38c56de383683a62989d2eba60a6a4a4c5d57c07fd637,0.001236382147540551
4a8fc4f3fb4d8a0faccc53e6a793f36d881669049b51d81a,0.0007987386448050699
f000950527a6feb6279b374de7f51134bcb644018e39d1a0,0.004109051503510031
da8691b210adb3f6ef6c729fb513dc930037f8e18091cbe6,0.000708352447561262
9c7fa510616a68307cb6006404fa64b86cd63191822c4ad6,0.0007795051647405341
f000950527a6feb6ffe907f8834823a2f59558e4c659f69f,0.03682343144851542
f000950527a6feb6863cc52ae5db8a053563cac24b2d8a56,0.004597664448380054
d8071a739aa75a3b26c023d70789cfe602fef8bd8a66e05e,0.0028494127420323053
d8071a739aa75a3bfbaa9dc12a1b869c76a91bb264c7c48b,0.04009340219505423
f000950527a6feb60b6b4bf43754692f8870dc439dd48595,0.7857433064158472
516ab81418ed215d6f0d3632605af32d94e9391c52d25e39,0.005153408767334418
516ab81418ed215dfb10c7c34e952ae99a7b836b661c8d63,0.0032045132603320684
f000950527a6feb6541ae7475cd60b418c32912ef54ea962,0.027160600380873118
f000950527a6feb658a04c4144561ddf3b429ee4e81bd252,0.013230576718963953
da8691b210adb3f65a2b8dddcc8a9fbf2ae3145132e9dced,0.0007076062951487975
f000950527a6feb6536d6ddad37c016c0eabd47021b25fa2,0.005453837694668358
f000950527a6feb6f4d2d5f901cec96e8e5324bd3d36bd75,0.004864495357518393
216bd2aaf4d07924f57853afa65fb18369368bd539729a31,0.0025183315132751125
ed38190adf12fceb792c0f7f514a31554cffcd8fd25eeb9e,0.00081016007457125
e9f7b28ec10e0470aa323e84bebc530d1104dc3d1efb169f,0.0027319800105120224
b2d607e0054ca02b49921ece5e452f9f91170d5994ab0b51,0.0008671877178209159
9c7fa510616a683039929359f7a90b539ed1fc9bc6322839,0.0007317893253077176
516ab81418ed215d6e335b1fc402ade29944fdf9f5c3c203,0.0017160819525497716
f000950527a6feb64149c00c04d031175d76b77477ca88b2,0.01444774367007692
beb4aaaa89e0a0aebaf88e22d06775d7ab4df91512fe0ef0,0.001186800727070366
e9f7b28ec10e0470c66661a8a2e469cf80bca319bbe03cd4,0.01707861999609056
f000950527a6feb6eef83dade8762113ebb8271286d344ac,0.004103738386455564
e9f7b28ec10e0470aafc2ffa339f4d01a9e7242035e5d6c6,0.01214332083641156
59b38c56de383683caccd769e941ff2f1ebf46b443f1df5c,0.49499161623263666
755db3b5c5f74eb47458b913babfe39943f2d53534742d69,0.0007347261615205874
beb4aaaa89e0a0ae4f45cd0e45852504caea510ef90a3aea,0.0013836312587366774
d8071a739aa75a3ba83b7f2c22c42ae279f61dd81e4425f3,0.002012369044529152
beb4aaaa89e0a0aeb364be9540f0a81cb7169431944aefca,0.0007311290096995208
755db3b5c5f74eb4c0ac15c8bb0bdc13fcadef0d3455a123,0.0010966331367818977
beb4aaaa89e0a0aeea343107f35e512adba8605b3afbbd8e,0.0015826728906155674
f000950527a6feb699a13c26f88d19d6faf16bd2a4ff25ef,0.0008854530859756467
e9f7b28ec10e0470b2556eed1e82a271a38e6dcf8233cf65,0.47123520592580465
f1c1045b13d183298edff695f77700e2295a6f0c2ff04d2f,0.0007116604636883876
d8071a739aa75a3bb7dd11c000bc47a9e87fd73e367d6871,0.0034197792017782924
f000950527a6feb6afc74c186af0cdb93209e809db165818,0.005490693315657475
beb4aaaa89e0a0aec7cd9f6178efcd6fb84e17016c19422d,0.0007631992327350027
e9f7b28ec10e0470cd5266331b5e7a2a5037efcb707e1937,0.0027440201005574445
e9f7b28ec10e0470081ebf12902fbe33a8794317dd5afee0,0.0026890583009618893
47645761dc56bb8c5caa5113c493e21e363211e4ff436360,0.007198233238289966
d8071a739aa75a3b63b6b03b9e75ce10d1192a08401d1ba4,0.007186659128516629
8f19388cfd6e2b9cf77c41ce3e2bc4367642794c63be018a,0.0007460067884765554
f000950527a6feb6af81c98056e37c227757a362f89e9759,0.02101984544196291
f000950527a6feb6ac1249141db0c35af769a8e39dbe6417,0.0021619047586467436
59b38c56de38368322ac5df04bc68ef97a16009ac6fc4379,0.9648303729400544
ed38190adf12fceb8c650ed5261f51b7df4769e496c228a8,0.0008447310046397209
516ab81418ed215df2c88cfa2054aef4e7a45922a1c401c1,0.0056746488615929515
beb4aaaa89e0a0ae5e8a5337b4532edc9a549c487ea400ce,0.0007352204350045072
f000950527a6feb64bffba06ef2122dfd97f1690c31362e4,0.5949349006755846
59b38c56de38368319457904c45627e2ce62d1b9b3aa9bff,0.6868998264715531
47645761dc56bb8cd7b31ae84820263220a058c64b7735bf,0.004022736653007232
d8071a739aa75a3b8beaa7f2ea3a364a1bf8faefec72f871,0.002614616788899929
f000950527a6feb68f47436f0f03e4e09c75f8c3ee13e9ca,0.009670731001556137
ed38190adf12fceba4246b115f3026e6e01bd91b25b63fc2,0.0011828026376001504
82750f1b9d1223505221c98808db0ff56c338fbd1b6159b1,0.8539256936969286
47645761dc56bb8ca5503ebc20d5f53bdece7afaa220f567,0.012563682671918833
d8071a739aa75a3b528a28c4397a28a35907136644d669f4,0.008810004098680322
e9f7b28ec10e04700b03725314dc2d671ce4ac6180c8b07f,0.021863446009765326
f000950527a6feb6d2004843a5f503767965229291a89fad,0.10993992920306828
59b38c56de38368309aaed37df8eebb25a11f4bd00064133,0.010019596236900477
d8071a739aa75a3bd45d9bf340c1791f667c3c7970fe6337,0.5323643933677019
da8691b210adb3f64a9968794c28493981e69eb08bc6408f,0.0009396799372259054
d8071a739aa75a3b18bf9670d0aabe7ed7d0beeb89b2fcc8,0.0007348750772271708
beb4aaaa89e0a0ae97ec0163aa846c8b858c278a87dfa143,0.0009056014892183912
9c7fa510616a68300112e265c3348c674ca1704f8fe81a1c,0.0007029638503536173
f000950527a6feb60693e1c07c7db8f762f7d7f9dcd049f5,0.5715926557632944
743e550a617316d58209c7832ff6ff01e81e78a162e95be1,0.0007383109074327593
f000950527a6feb6850b4f88775743da0759931e06400e7a,0.004594419170835408
516ab81418ed215d8f32dfd60e4357ebe97bc963d5961f50,0.0019127767766069525
47e3664e12f3ce7490004ab889c25442e10c9545adb590ca,0.002669288149163098
9c7fa510616a6830bd8e01cdbffdcd633dbc84353ade59bf,0.0008253503893787881
f000950527a6feb6579c9a10f15a5e696b7aa07076b2a629,0.0017997579155826237
9c7fa510616a6830c661c582933f36819bd8731d11e77910,0.0016578876118618642
